order_id,customer_id,order_date,status,region_code
270,277,2025-06-02 07:57:04,PLACED,WEST
271,53,13-03-2023,DELIVERED,WEST
272,,2025-10-16 05:25:10,PLACED,NORTH
273,137,2023-11-07 12:00:31,RETURNED,NORTH
274,482,2025-10-01 17:24:30,PLACED,SOUTH
275,,2025-09-14 04:24:46,DELIVERED,EAST
276,206,2023-04-24 23:01:13,PLACED,EAST
277,492,2024-11-27 02:55:45,DELIVERED,SOUTH
278,21,2025-02-25 06:57:15,CANCELLED,NORTH
279,184,2025-09-23 03:05:23,CANCELLED,SOUTH
280,99,2023-02-21 21:35:18,CANCELLED,NORTH
281,330,2024-09-22 18:11:34,CANCELLED,NORTH
282,,2023-04-25 12:17:45,PLACED,WEST
283,414,2025-12-07 16:41:19,RETURNED,SOUTH
284,120,2023-05-28 01:20:33,CANCELLED,NORTH
285,471,2023-04-04 08:50:08,SHIPPED,NORTH
286,26,2024-09-21 03:32:32,SHIPPED,NORTH
287,55,2023-08-22 18:06:01,RETURNED,SOUTH
288,104,2025-05-22 12:16:56,CANCELLED,EAST
289,351,2023-10-09 11:42:31,SHIPPED,NORTH
290,172,2023-05-10 04:23:46,CANCELLED,SOUTH
291,284,2023-12-04 15:58:16,RETURNED,NORTH
292,406,09-02-2025,CANCELLED,NORTH
293,,2024-01-03 03:14:43,RETURNED,EAST
294,414,2025-09-01 04:37:12,DELIVERED,WEST
295,481,2023-12-24 22:13:44,RETURNED,SOUTH
296,314,2023-06-30 22:50:07,DELIVERED,EAST
297,286,2024-04-27 06:59:13,RETURNED,NORTH
298,442,2025-11-05 07:59:00,SHIPPED,EAST
299,58,2023-11-02 17:16:22,SHIPPED,NORTH
300,187,2024-08-06 07:37:51,DELIVERED,WEST
301,,2023-04-18 19:33:52,PLACED,WEST
302,37,2024-04-26 16:11:43,DELIVERED,WEST
303,347,2024-10-29 08:22:34,DELIVERED,SOUTH
304,378,2025-04-24 07:16:48,SHIPPED,NORTH
305,249,2023-04-22 15:52:09,RETURNED,WEST
306,192,2023-10-07 16:39:56,DELIVERED,EAST
307,66,07-03-2023,SHIPPED,NORTH
308,235,2025-05-06 06:13:59,SHIPPED,EAST
309,405,2023-12-15 21:02:55,SHIPPED,NORTH
310,268,2025-09-28 07:52:49,CANCELLED,EAST
311,,2025-05-26 08:58:49,CANCELLED,SOUTH
312,303,2023-11-02 20:53:16,CANCELLED,NORTH
313,,21-08-2025,RETURNED,WEST
314,409,2023-07-20 16:28:22,PLACED,NORTH
315,209,2024-03-22 04:49:54,SHIPPED,NORTH
316,,2024-09-16 05:53:27,RETURNED,NORTH
317,238,2023-10-11 14:45:31,DELIVERED,WEST
318,1,2023-05-25 14:00:46,DELIVERED,NORTH
319,386,2024-07-06 22:18:01,SHIPPED,NORTH
320,172,2023-04-23 18:44:27,DELIVERED,NORTH
321,188,11-08-2025,DELIVERED,SOUTH
322,361,2023-05-18 20:24:59,SHIPPED,SOUTH
323,123,2023-08-21 23:37:50,RETURNED,SOUTH
324,390,2024-04-06 11:40:03,DELIVERED,WEST
325,33,2025-02-02 12:34:09,RETURNED,NORTH
326,273,2025-12-27 10:38:27,DELIVERED,NORTH
327,453,26-07-2025,SHIPPED,EAST
328,40,2023-08-12 05:59:56,SHIPPED,WEST
329,105,02-12-2025,CANCELLED,SOUTH
330,216,28-06-2025,SHIPPED,NORTH
331,,2024-04-20 18:55:07,CANCELLED,EAST
332,403,2024-10-30 17:42:00,RETURNED,WEST
333,291,2023-09-28 11:09:32,DELIVERED,SOUTH
334,498,2024-08-13 01:43:22,DELIVERED,WEST
335,317,2023-11-26 19:29:25,SHIPPED,SOUTH
336,60,2023-03-26 11:31:40,CANCELLED,EAST
337,106,2023-03-13 11:32:22,SHIPPED,EAST
338,500,2023-11-29 19:25:45,PLACED,WEST
339,394,2023-10-25 16:40:36,SHIPPED,NORTH
340,280,2025-11-05 12:03:41,DELIVERED,WEST
341,497,2023-10-29 20:34:46,CANCELLED,EAST
342,375,2025-09-07 01:27:33,RETURNED,NORTH
343,206,2024-03-27 16:14:14,DELIVERED,NORTH
344,100,2025-12-14 08:05:16,DELIVERED,SOUTH
345,,2025-07-01 03:10:52,CANCELLED,SOUTH
346,309,2025-11-13 02:02:26,DELIVERED,WEST
347,438,2025-05-25 13:27:28,PLACED,EAST
348,158,01-07-2025,CANCELLED,WEST
349,148,2023-12-02 15:25:52,CANCELLED,SOUTH
350,307,2023-06-26 05:13:47,CANCELLED,EAST
351,492,08-02-2025,DELIVERED,WEST
352,237,2023-10-08 07:15:17,CANCELLED,EAST
353,22,2024-09-10 21:18:24,RETURNED,WEST
354,406,2023-01-06 05:36:28,CANCELLED,NORTH
355,458,2024-08-12 15:11:17,SHIPPED,NORTH
356,142,2025-10-06 02:25:45,DELIVERED,WEST
357,445,2024-06-12 22:51:52,PLACED,EAST
358,295,2023-02-05 09:26:58,PLACED,SOUTH
359,450,2023-10-05 13:00:43,DELIVERED,EAST
360,467,2024-12-30 01:46:25,RETURNED,NORTH
361,393,2024-01-11 03:26:27,SHIPPED,EAST
362,424,2024-09-08 09:53:00,DELIVERED,NORTH
363,181,2023-10-22 00:28:10,DELIVERED,EAST
364,211,2024-11-27 05:56:08,SHIPPED,SOUTH
365,408,2025-12-12 19:22:22,PLACED,WEST
366,40,2023-08-27 04:46:40,CANCELLED,EAST
367,186,2023-10-12 16:05:25,RETURNED,EAST
368,156,2023-02-28 04:19:04,SHIPPED,SOUTH
369,108,2023-09-24 02:51:42,PLACED,NORTH
370,,18-09-2025,PLACED,NORTH
371,263,2023-05-02 17:04:43,DELIVERED,NORTH
372,342,2023-01-22 03:30:48,RETURNED,SOUTH
373,103,14-01-2024,SHIPPED,EAST
374,179,2024-12-22 05:50:44,RETURNED,SOUTH
375,35,2023-07-22 21:02:57,RETURNED,SOUTH
376,494,2024-07-31 06:15:14,RETURNED,NORTH
377,51,2024-03-14 18:21:25,CANCELLED,EAST
378,95,2025-06-19 03:54:27,DELIVERED,WEST
379,264,2024-04-11 14:50:22,DELIVERED,NORTH
380,267,2023-10-06 18:03:07,DELIVERED,NORTH
381,253,2023-08-25 14:00:34,RETURNED,EAST
382,431,2025-06-28 08:13:25,DELIVERED,WEST
383,36,2025-09-01 13:22:41,CANCELLED,NORTH
384,268,2023-06-24 04:20:26,CANCELLED,NORTH
385,457,2023-12-12 02:21:21,SHIPPED,EAST
386,433,2025-04-07 04:28:10,CANCELLED,WEST
387,366,2024-07-13 23:26:28,DELIVERED,WEST
388,487,2025-04-08 17:38:28,SHIPPED,WEST
389,129,2025-09-29 18:06:18,SHIPPED,NORTH
390,28,2023-05-20 18:08:11,SHIPPED,WEST
391,168,2023-11-09 11:01:22,PLACED,NORTH
392,267,2025-10-05 16:58:02,CANCELLED,WEST
393,278,2024-12-04 19:40:48,PLACED,WEST
394,61,2025-02-24 16:23:17,CANCELLED,WEST
395,17,2023-12-29 20:16:03,DELIVERED,SOUTH
396,69,2024-10-01 14:09:57,PLACED,WEST
397,351,2025-08-20 17:19:38,SHIPPED,NORTH
398,254,2025-02-12 22:27:43,DELIVERED,EAST
399,303,2023-04-03 04:40:03,DELIVERED,NORTH
400,321,29-11-2024,DELIVERED,EAST
401,29,2024-05-15 09:00:55,DELIVERED,NORTH
402,34,2024-09-16 04:10:03,PLACED,EAST
403,,2025-05-15 20:40:55,CANCELLED,EAST
404,,19-08-2025,DELIVERED,WEST
405,166,2023-07-20 17:46:50,SHIPPED,EAST
406,416,2024-11-26 06:04:00,DELIVERED,WEST
407,326,2023-06-04 19:30:32,DELIVERED,NORTH
408,294,2025-04-03 08:13:27,PLACED,NORTH
409,140,2023-05-18 20:37:22,CANCELLED,WEST
410,408,2023-06-07 23:43:18,RETURNED,EAST
411,277,2024-10-03 07:17:04,DELIVERED,WEST
412,281,2024-01-05 00:40:38,RETURNED,SOUTH
413,110,2025-08-15 09:45:18,RETURNED,WEST
414,373,2023-05-03 19:00:54,CANCELLED,SOUTH
415,383,2024-09-06 15:51:07,PLACED,SOUTH
416,137,2024-08-10 23:31:18,RETURNED,SOUTH
417,59,04-11-2023,DELIVERED,WEST
418,224,2025-05-14 23:33:13,SHIPPED,SOUTH
419,15,2024-06-13 10:06:48,SHIPPED,NORTH
420,249,2023-02-10 02:00:51,PLACED,EAST
421,444,2023-05-11 14:49:07,PLACED,WEST
422,371,2023-10-15 08:35:38,RETURNED,NORTH
423,425,2025-12-11 09:10:04,PLACED,SOUTH
424,396,2024-10-03 11:59:20,CANCELLED,SOUTH
425,112,2023-10-23 03:53:20,DELIVERED,WEST
426,442,2023-04-25 17:51:12,PLACED,EAST
427,244,2024-05-19 10:06:43,SHIPPED,EAST
428,189,2024-09-23 00:46:02,RETURNED,NORTH
429,340,2023-04-22 08:43:34,CANCELLED,EAST
430,359,2025-01-13 04:26:37,SHIPPED,WEST
431,466,2025-03-15 09:18:13,SHIPPED,EAST
432,456,2023-11-25 15:58:40,CANCELLED,NORTH
433,42,2025-10-03 17:09:06,DELIVERED,WEST
434,420,2023-07-25 05:50:16,RETURNED,NORTH
435,309,2024-10-31 16:30:09,PLACED,SOUTH
436,406,2023-10-06 00:06:43,DELIVERED,EAST
437,57,2023-11-20 09:05:16,SHIPPED,WEST
438,164,2025-07-13 17:25:00,SHIPPED,EAST
439,304,2024-11-01 10:15:35,CANCELLED,EAST
440,449,2025-02-11 20:46:02,PLACED,SOUTH
441,499,2025-08-05 07:13:07,SHIPPED,NORTH
442,220,16-06-2024,DELIVERED,SOUTH
443,61,2023-01-29 19:08:42,CANCELLED,WEST
444,366,2024-02-21 06:56:15,DELIVERED,EAST
445,196,2023-09-24 15:42:12,RETURNED,SOUTH
446,145,2024-01-23 15:13:51,SHIPPED,NORTH
447,135,2024-04-27 22:29:20,SHIPPED,EAST
448,332,27-07-2025,SHIPPED,EAST
449,204,2024-03-10 13:57:45,RETURNED,EAST
450,286,2023-05-01 01:53:50,SHIPPED,WEST
451,311,2023-04-04 00:11:42,RETURNED,WEST
452,203,2025-01-29 04:48:52,RETURNED,NORTH
453,134,2023-12-14 18:20:27,DELIVERED,WEST
454,163,2025-12-22 15:45:44,PLACED,EAST
455,,2023-09-19 18:10:32,DELIVERED,EAST
456,145,2024-06-23 22:18:58,DELIVERED,EAST
457,85,2024-10-08 17:53:12,SHIPPED,WEST
458,77,2023-04-22 08:22:08,CANCELLED,EAST
459,240,2025-06-12 04:13:27,CANCELLED,NORTH
460,364,2025-09-20 16:39:59,SHIPPED,NORTH
461,105,2024-08-04 06:34:38,RETURNED,EAST
462,340,2024-03-10 21:14:46,PLACED,SOUTH
463,40,2024-05-19 18:08:08,DELIVERED,NORTH
464,349,2023-09-07 14:21:04,PLACED,EAST
465,42,2025-07-31 17:28:15,DELIVERED,NORTH
466,23,2025-07-16 11:49:47,RETURNED,SOUTH
467,25,2024-08-02 11:45:58,PLACED,WEST
468,131,2023-12-31 08:44:27,CANCELLED,NORTH
469,,2024-03-02 05:55:56,CANCELLED,EAST
470,489,2023-11-12 04:23:27,CANCELLED,EAST
471,309,2023-09-26 13:04:20,DELIVERED,SOUTH
472,454,2025-03-05 17:20:47,RETURNED,WEST
473,217,2025-01-24 22:21:00,CANCELLED,NORTH
474,,2024-11-30 16:52:35,SHIPPED,WEST
475,332,2025-12-10 03:03:26,CANCELLED,NORTH
476,245,2024-09-07 05:24:38,DELIVERED,SOUTH
477,152,08-04-2023,PLACED,NORTH
478,212,2023-07-13 16:55:03,RETURNED,EAST
479,300,17-06-2023,CANCELLED,SOUTH
480,432,15-03-2025,DELIVERED,EAST
481,233,2025-07-10 22:42:44,DELIVERED,SOUTH
482,41,2024-06-15 03:52:16,PLACED,NORTH
483,7,2023-12-18 23:52:37,CANCELLED,WEST
484,417,2025-01-08 14:22:53,PLACED,SOUTH
485,98,2023-08-18 00:34:42,SHIPPED,NORTH
486,333,2023-10-25 23:39:22,RETURNED,SOUTH
487,395,2025-08-07 05:23:40,PLACED,NORTH
488,79,2025-06-30 17:39:36,CANCELLED,SOUTH
489,292,2025-03-13 01:51:14,PLACED,WEST
490,435,2025-10-12 21:04:06,RETURNED,EAST
491,,2025-03-29 17:41:54,RETURNED,WEST
492,32,2025-12-17 00:41:32,DELIVERED,NORTH
493,332,2025-05-04 17:14:01,RETURNED,EAST
494,224,2023-02-12 05:52:26,SHIPPED,WEST
495,119,2025-11-05 07:59:56,DELIVERED,WEST
496,151,2025-03-10 15:10:38,DELIVERED,WEST
497,433,2023-11-28 22:38:26,PLACED,WEST
498,103,2023-11-17 22:03:16,CANCELLED,WEST
499,108,2023-04-07 00:39:36,DELIVERED,EAST
500,90,2025-10-28 01:09:50,DELIVERED,WEST
