product_id,product_name,category,subcategory,cost_price
50,Decor Product 50,Home,Decor,4788.82
51,Decor Product 51,Home,Decor,4710.35
52,Furniture Product 52,Home,Furniture,3466.69
53,Non-Fiction Product 53,Books,Non-Fiction,2824.41
54,Furniture Product 54,Home,Furniture,4484.01
55,Non-Fiction Product 55,Books,Non-Fiction,4032.85
56,Kitchen Product 56,Home,Kitchen,3585.0
57,Furniture Product 57,Home,Furniture,3749.33
58,Men Product 58,Clothing,Men,1392.11
59,Kitchen Product 59,Home,Kitchen,1250.17
60,Kids Product 60,Clothing,Kids,545.98
61,Decor Product 61,Home,Decor,3421.9
62,Men Product 62,Clothing,Men,4890.66
63,Women Product 63,Clothing,Women,4409.2
64,Non-Fiction Product 64,Books,Non-Fiction,3791.76
65,Furniture Product 65,Home,Furniture,342.85
66,Headphones Product 66,Electronics,Headphones,2699.0
67,Mobiles Product 67,Electronics,Mobiles,4196.14
68,Laptops Product 68,Electronics,Laptops,972.24
69,Kitchen Product 69,Home,Kitchen,4645.85
70,Furniture Product 70,Home,Furniture,3224.5
71,Fiction Product 71,Books,Fiction,2366.7
72,Men Product 72,Clothing,Men,3669.04
73,Decor Product 73,Home,Decor,3696.26
74,Decor Product 74,Home,Decor,1006.15
75,Non-Fiction Product 75,Books,Non-Fiction,479.35
76,Mobiles Product 76,Electronics,Mobiles,2413.4
77,Men Product 77,Clothing,Men,1215.83
78,Furniture Product 78,Home,Furniture,3628.27
79,Laptops Product 79,Electronics,Laptops,3479.2
80,Headphones Product 80,Electronics,Headphones,840.6
81,Decor Product 81,Home,Decor,1869.34
82,Men Product 82,Clothing,Men,2417.0
83,Comics Product 83,Books,Comics,1899.44
84,Comics Product 84,Books,Comics,4136.74
85,Kids Product 85,Clothing,Kids,4372.02
86,Headphones Product 86,Electronics,Headphones,3533.64
87,Headphones Product 87,Electronics,Headphones,2884.87
88,Men Product 88,Clothing,Men,2625.69
89,Headphones Product 89,Electronics,Headphones,2936.58
90,Headphones Product 90,Electronics,Headphones,325.4
91,Kids Product 91,Clothing,Kids,2841.36
92,Comics Product 92,Books,Comics,3630.24
93,Non-Fiction Product 93,Books,Non-Fiction,3741.73
94,Mobiles Product 94,Electronics,Mobiles,3516.91
95,Mobiles Product 95,Electronics,Mobiles,2386.75
96,Furniture Product 96,Home,Furniture,720.37
97,Non-Fiction Product 97,Books,Non-Fiction,1943.27
98,Non-Fiction Product 98,Books,Non-Fiction,3284.99
99,Kitchen Product 99,Home,Kitchen,2709.43
100,Kids Product 100,Clothing,Kids,4182.37
101,Laptops Product 101,Electronics,Laptops,3609.52
102,Comics Product 102,Books,Comics,1186.84
103,Non-Fiction Product 103,Books,Non-Fiction,982.98
104,Mobiles Product 104,Electronics,Mobiles,2125.24
105,Mobiles Product 105,Electronics,Mobiles,549.44
106,Laptops Product 106,Electronics,Laptops,3531.27
107,Mobiles Product 107,Electronics,Mobiles,2041.21
108,Kids Product 108,Clothing,Kids,4325.46
109,Mobiles Product 109,Electronics,Mobiles,1481.85
110,Decor Product 110,Home,Decor,3379.03
111,Kitchen Product 111,Home,Kitchen,759.14
112,Women Product 112,Clothing,Women,351.74
113,Kids Product 113,Clothing,Kids,2801.46
114,Laptops Product 114,Electronics,Laptops,3373.15
115,Decor Product 115,Home,Decor,788.63
116,Fiction Product 116,Books,Fiction,2393.92
117,Women Product 117,Clothing,Women,764.54
118,Fiction Product 118,Books,Fiction,4840.54
119,Women Product 119,Clothing,Women,1056.52
120,Laptops Product 120,Electronics,Laptops,507.7
121,Men Product 121,Clothing,Men,3384.68
122,Mobiles Product 122,Electronics,Mobiles,3820.4
123,Women Product 123,Clothing,Women,4539.81
124,Kitchen Product 124,Home,Kitchen,990.62
125,Headphones Product 125,Electronics,Headphones,2420.66
126,Kids Product 126,Clothing,Kids,1062.34
127,Kids Product 127,Clothing,Kids,1451.14
128,Comics Product 128,Books,Comics,1576.69
129,Decor Product 129,Home,Decor,2356.72
130,Non-Fiction Product 130,Books,Non-Fiction,1884.99
131,Fiction Product 131,Books,Fiction,1145.31
132,Men Product 132,Clothing,Men,4677.05
133,Non-Fiction Product 133,Books,Non-Fiction,1682.83
134,Comics Product 134,Books,Comics,2521.54
135,Furniture Product 135,Home,Furniture,2468.67
136,Non-Fiction Product 136,Books,Non-Fiction,3985.13
137,Men Product 137,Clothing,Men,2467.17
138,Headphones Product 138,Electronics,Headphones,4728.68
139,Mobiles Product 139,Electronics,Mobiles,4220.6
140,Men Product 140,Clothing,Men,95.25
141,Non-Fiction Product 141,Books,Non-Fiction,3313.46
142,Mobiles Product 142,Electronics,Mobiles,2086.13
143,Headphones Product 143,Electronics,Headphones,2701.9
144,Kitchen Product 144,Home,Kitchen,3504.4
145,Fiction Product 145,Books,Fiction,2645.71
146,Men Product 146,Clothing,Men,1299.47
147,Furniture Product 147,Home,Furniture,441.15
148,Non-Fiction Product 148,Books,Non-Fiction,4951.65
149,Women Product 149,Clothing,Women,4246.94
150,Mobiles Product 150,Electronics,Mobiles,1916.99
151,Fiction Product 151,Books,Fiction,3529.08
152,Laptops Product 152,Electronics,Laptops,3242.29
153,Decor Product 153,Home,Decor,4870.51
154,Mobiles Product 154,Electronics,Mobiles,4347.18
155,Non-Fiction Product 155,Books,Non-Fiction,3437.92
156,Decor Product 156,Home,Decor,212.86
157,Kitchen Product 157,Home,Kitchen,2955.83
158,Fiction Product 158,Books,Fiction,2841.59
159,Comics Product 159,Books,Comics,1692.06
160,Kids Product 160,Clothing,Kids,2528.92
161,Kitchen Product 161,Home,Kitchen,4201.44
162,Decor Product 162,Home,Decor,4776.55
163,Non-Fiction Product 163,Books,Non-Fiction,3928.56
164,Non-Fiction Product 164,Books,Non-Fiction,2787.54
165,Non-Fiction Product 165,Books,Non-Fiction,2950.08
166,Fiction Product 166,Books,Fiction,1512.13
167,Kids Product 167,Clothing,Kids,813.39
168,Kids Product 168,Clothing,Kids,1835.47
169,Mobiles Product 169,Electronics,Mobiles,2251.44
170,Kitchen Product 170,Home,Kitchen,2183.35
171,Fiction Product 171,Books,Fiction,2793.39
172,Furniture Product 172,Home,Furniture,1969.61
173,Headphones Product 173,Electronics,Headphones,4530.78
174,Kids Product 174,Clothing,Kids,3442.31
175,Men Product 175,Clothing,Men,1378.61
176,Men Product 176,Clothing,Men,1416.01
177,Furniture Product 177,Home,Furniture,1837.57
178,Kids Product 178,Clothing,Kids,2989.34
179,Women Product 179,Clothing,Women,83.5
180,Non-Fiction Product 180,Books,Non-Fiction,1930.46
181,Furniture Product 181,Home,Furniture,4086.6
182,Women Product 182,Clothing,Women,4739.03
183,Women Product 183,Clothing,Women,4824.64
184,Furniture Product 184,Home,Furniture,3182.87
185,Women Product 185,Clothing,Women,4091.65
186,Non-Fiction Product 186,Books,Non-Fiction,2981.52
187,Kids Product 187,Clothing,Kids,183.23
188,Comics Product 188,Books,Comics,3998.54
189,Laptops Product 189,Electronics,Laptops,738.94
190,Kitchen Product 190,Home,Kitchen,813.01
191,Non-Fiction Product 191,Books,Non-Fiction,2932.11
192,Comics Product 192,Books,Comics,3523.09
193,Mobiles Product 193,Electronics,Mobiles,3305.13
194,Kitchen Product 194,Home,Kitchen,269.27
195,Non-Fiction Product 195,Books,Non-Fiction,2180.75
196,Mobiles Product 196,Electronics,Mobiles,2577.85
197,Women Product 197,Clothing,Women,2342.16
198,Women Product 198,Clothing,Women,2439.72
199,Furniture Product 199,Home,Furniture,474.98
200,Women Product 200,Clothing,Women,2303.9
201,Kids Product 201,Clothing,Kids,2407.0
202,Comics Product 202,Books,Comics,1628.6
203,Kitchen Product 203,Home,Kitchen,619.67
204,Decor Product 204,Home,Decor,4653.12
205,Kids Product 205,Clothing,Kids,842.67
206,Non-Fiction Product 206,Books,Non-Fiction,2054.98
207,Men Product 207,Clothing,Men,2189.07
208,Headphones Product 208,Electronics,Headphones,1026.76
209,Non-Fiction Product 209,Books,Non-Fiction,1068.63
210,Headphones Product 210,Electronics,Headphones,1860.68
211,Women Product 211,Clothing,Women,2662.19
212,Decor Product 212,Home,Decor,1993.09
213,Laptops Product 213,Electronics,Laptops,2316.41
214,Kids Product 214,Clothing,Kids,1522.35
215,Headphones Product 215,Electronics,Headphones,1230.93
216,Mobiles Product 216,Electronics,Mobiles,749.72
217,Non-Fiction Product 217,Books,Non-Fiction,2895.29
218,Fiction Product 218,Books,Fiction,2710.03
219,Kids Product 219,Clothing,Kids,1479.73
220,Women Product 220,Clothing,Women,3116.08
221,Kitchen Product 221,Home,Kitchen,1015.89
222,Comics Product 222,Books,Comics,2500.1
223,Non-Fiction Product 223,Books,Non-Fiction,2247.07
224,Men Product 224,Clothing,Men,3989.61
225,Women Product 225,Clothing,Women,2711.16
226,Women Product 226,Clothing,Women,3874.11
227,Comics Product 227,Books,Comics,2884.93
228,Decor Product 228,Home,Decor,1865.97
229,Headphones Product 229,Electronics,Headphones,1131.78
230,Fiction Product 230,Books,Fiction,3285.67
231,Women Product 231,Clothing,Women,209.54
232,Furniture Product 232,Home,Furniture,480.57
233,Mobiles Product 233,Electronics,Mobiles,3701.18
234,Decor Product 234,Home,Decor,2169.43
235,Men Product 235,Clothing,Men,4036.93
236,Decor Product 236,Home,Decor,2716.9
237,Decor Product 237,Home,Decor,2885.04
238,Mobiles Product 238,Electronics,Mobiles,3939.17
239,Laptops Product 239,Electronics,Laptops,678.1
240,Men Product 240,Clothing,Men,4150.98
241,Non-Fiction Product 241,Books,Non-Fiction,3157.67
242,Non-Fiction Product 242,Books,Non-Fiction,2044.11
243,Decor Product 243,Home,Decor,1876.9
244,Non-Fiction Product 244,Books,Non-Fiction,4351.09
245,Headphones Product 245,Electronics,Headphones,3192.46
246,Kitchen Product 246,Home,Kitchen,2018.69
247,Fiction Product 247,Books,Fiction,1648.18
248,Furniture Product 248,Home,Furniture,696.44
249,Non-Fiction Product 249,Books,Non-Fiction,3823.16
250,Mobiles Product 250,Electronics,Mobiles,4191.68
251,Mobiles Product 251,Electronics,Mobiles,832.02
252,Fiction Product 252,Books,Fiction,2167.61
253,Kids Product 253,Clothing,Kids,4378.4
254,Kitchen Product 254,Home,Kitchen,1289.43
255,Decor Product 255,Home,Decor,869.35
256,Comics Product 256,Books,Comics,3512.23
257,Women Product 257,Clothing,Women,3533.31
258,Mobiles Product 258,Electronics,Mobiles,706.86
259,Kids Product 259,Clothing,Kids,95.97
260,Kitchen Product 260,Home,Kitchen,2140.45
261,Women Product 261,Clothing,Women,492.19
262,Mobiles Product 262,Electronics,Mobiles,4410.9
263,Women Product 263,Clothing,Women,3778.13
264,Kids Product 264,Clothing,Kids,757.12
265,Headphones Product 265,Electronics,Headphones,2228.49
266,Kids Product 266,Clothing,Kids,4603.48
267,Fiction Product 267,Books,Fiction,743.07
268,Headphones Product 268,Electronics,Headphones,1790.1
269,Non-Fiction Product 269,Books,Non-Fiction,1276.54
270,Mobiles Product 270,Electronics,Mobiles,3020.04
271,Decor Product 271,Home,Decor,1066.96
272,Kids Product 272,Clothing,Kids,3248.54
273,Women Product 273,Clothing,Women,1243.35
274,Headphones Product 274,Electronics,Headphones,109.73
275,Furniture Product 275,Home,Furniture,1858.79
276,Women Product 276,Clothing,Women,3863.32
277,Headphones Product 277,Electronics,Headphones,1117.93
278,Laptops Product 278,Electronics,Laptops,3161.42
279,Non-Fiction Product 279,Books,Non-Fiction,458.02
280,Women Product 280,Clothing,Women,2580.96
281,Men Product 281,Clothing,Men,1984.12
282,Laptops Product 282,Electronics,Laptops,3663.29
283,Men Product 283,Clothing,Men,4626.91
284,Laptops Product 284,Electronics,Laptops,322.39
285,Men Product 285,Clothing,Men,3522.42
286,Women Product 286,Clothing,Women,2638.88
287,Kitchen Product 287,Home,Kitchen,3761.39
288,Decor Product 288,Home,Decor,3868.58
289,Laptops Product 289,Electronics,Laptops,1396.3
290,Laptops Product 290,Electronics,Laptops,2904.43
291,Laptops Product 291,Electronics,Laptops,1832.61
292,Comics Product 292,Books,Comics,828.68
293,Headphones Product 293,Electronics,Headphones,620.9
294,Mobiles Product 294,Electronics,Mobiles,110.83
295,Laptops Product 295,Electronics,Laptops,4605.12
296,Men Product 296,Clothing,Men,4574.04
297,Fiction Product 297,Books,Fiction,2110.47
298,Furniture Product 298,Home,Furniture,2879.1
299,Headphones Product 299,Electronics,Headphones,310.73
300,Kids Product 300,Clothing,Kids,4772.69
301,Laptops Product 301,Electronics,Laptops,3878.96
302,Furniture Product 302,Home,Furniture,89.45
303,Women Product 303,Clothing,Women,1554.35
304,Women Product 304,Clothing,Women,4860.7
305,Kids Product 305,Clothing,Kids,3814.39
306,Men Product 306,Clothing,Men,168.36
307,Decor Product 307,Home,Decor,4392.13
308,Kitchen Product 308,Home,Kitchen,1912.56
309,Kitchen Product 309,Home,Kitchen,4916.42
310,Non-Fiction Product 310,Books,Non-Fiction,4864.17
311,Kids Product 311,Clothing,Kids,267.31
312,Kids Product 312,Clothing,Kids,4483.11
313,Comics Product 313,Books,Comics,2551.87
314,Fiction Product 314,Books,Fiction,358.3
315,Men Product 315,Clothing,Men,4262.02
316,Comics Product 316,Books,Comics,1664.95
317,Non-Fiction Product 317,Books,Non-Fiction,4720.6
318,Kids Product 318,Clothing,Kids,863.66
319,Non-Fiction Product 319,Books,Non-Fiction,2702.83
320,Women Product 320,Clothing,Women,1361.79
321,Mobiles Product 321,Electronics,Mobiles,3445.97
322,Mobiles Product 322,Electronics,Mobiles,1672.58
323,Headphones Product 323,Electronics,Headphones,1810.93
324,Headphones Product 324,Electronics,Headphones,4109.44
325,Men Product 325,Clothing,Men,4280.28
326,Men Product 326,Clothing,Men,4029.29
327,Men Product 327,Clothing,Men,697.04
328,Non-Fiction Product 328,Books,Non-Fiction,4691.0
329,Headphones Product 329,Electronics,Headphones,4591.27
330,Mobiles Product 330,Electronics,Mobiles,1028.86
331,Fiction Product 331,Books,Fiction,656.51
332,Fiction Product 332,Books,Fiction,2890.73
333,Non-Fiction Product 333,Books,Non-Fiction,905.4
334,Men Product 334,Clothing,Men,2257.76
335,Men Product 335,Clothing,Men,3104.04
336,Furniture Product 336,Home,Furniture,2775.91
337,Mobiles Product 337,Electronics,Mobiles,729.32
338,Kids Product 338,Clothing,Kids,2652.78
339,Laptops Product 339,Electronics,Laptops,1827.6
340,Non-Fiction Product 340,Books,Non-Fiction,2536.85
341,Non-Fiction Product 341,Books,Non-Fiction,1628.44
342,Men Product 342,Clothing,Men,3903.76
343,Laptops Product 343,Electronics,Laptops,3845.87
344,Men Product 344,Clothing,Men,1369.31
345,Mobiles Product 345,Electronics,Mobiles,4914.19
346,Non-Fiction Product 346,Books,Non-Fiction,4958.13
347,Men Product 347,Clothing,Men,1624.12
348,Decor Product 348,Home,Decor,4740.42
349,Kids Product 349,Clothing,Kids,4191.65
350,Comics Product 350,Books,Comics,2477.66
351,Mobiles Product 351,Electronics,Mobiles,1133.1
352,Fiction Product 352,Books,Fiction,3089.97
353,Women Product 353,Clothing,Women,4597.96
354,Kitchen Product 354,Home,Kitchen,3883.11
355,Kitchen Product 355,Home,Kitchen,4712.52
356,Comics Product 356,Books,Comics,1646.89
357,Kids Product 357,Clothing,Kids,3969.62
358,Comics Product 358,Books,Comics,3550.56
359,Kitchen Product 359,Home,Kitchen,4081.55
360,Non-Fiction Product 360,Books,Non-Fiction,1507.86
361,Kids Product 361,Clothing,Kids,4261.25
362,Mobiles Product 362,Electronics,Mobiles,4609.14
363,Kids Product 363,Clothing,Kids,4686.6
364,Women Product 364,Clothing,Women,1228.08
365,Kitchen Product 365,Home,Kitchen,4817.24
366,Furniture Product 366,Home,Furniture,1285.23
367,Laptops Product 367,Electronics,Laptops,584.77
368,Mobiles Product 368,Electronics,Mobiles,3676.29
369,Women Product 369,Clothing,Women,1924.63
370,Fiction Product 370,Books,Fiction,3954.21
371,Men Product 371,Clothing,Men,4006.01
372,Laptops Product 372,Electronics,Laptops,4760.73
373,Laptops Product 373,Electronics,Laptops,1908.52
374,Headphones Product 374,Electronics,Headphones,4891.31
375,Decor Product 375,Home,Decor,4471.47
376,Laptops Product 376,Electronics,Laptops,866.74
377,Fiction Product 377,Books,Fiction,1067.47
378,Women Product 378,Clothing,Women,3624.09
379,Decor Product 379,Home,Decor,1225.86
380,Laptops Product 380,Electronics,Laptops,4207.28
381,Men Product 381,Clothing,Men,2166.65
382,Decor Product 382,Home,Decor,2427.63
383,Mobiles Product 383,Electronics,Mobiles,3209.04
384,Laptops Product 384,Electronics,Laptops,1576.35
385,Non-Fiction Product 385,Books,Non-Fiction,3322.15
386,Headphones Product 386,Electronics,Headphones,965.16
387,Non-Fiction Product 387,Books,Non-Fiction,270.85
388,Non-Fiction Product 388,Books,Non-Fiction,4193.54
389,Mobiles Product 389,Electronics,Mobiles,3353.97
390,Headphones Product 390,Electronics,Headphones,2730.17
391,Kids Product 391,Clothing,Kids,4101.11
392,Comics Product 392,Books,Comics,4684.99
393,Women Product 393,Clothing,Women,2004.28
394,Headphones Product 394,Electronics,Headphones,2608.25
395,Men Product 395,Clothing,Men,2272.75
396,Men Product 396,Clothing,Men,674.62
397,Fiction Product 397,Books,Fiction,2205.2
398,Kids Product 398,Clothing,Kids,4558.48
399,Mobiles Product 399,Electronics,Mobiles,2016.91
400,Furniture Product 400,Home,Furniture,4589.95
401,Headphones Product 401,Electronics,Headphones,2636.68
402,Fiction Product 402,Books,Fiction,783.59
403,Mobiles Product 403,Electronics,Mobiles,549.9
404,Decor Product 404,Home,Decor,4395.57
405,Furniture Product 405,Home,Furniture,2881.52
406,Fiction Product 406,Books,Fiction,2044.72
407,Fiction Product 407,Books,Fiction,4400.84
408,Men Product 408,Clothing,Men,4608.13
409,Kitchen Product 409,Home,Kitchen,3978.58
410,Furniture Product 410,Home,Furniture,4298.26
411,Mobiles Product 411,Electronics,Mobiles,3881.45
412,Furniture Product 412,Home,Furniture,3044.65
413,Mobiles Product 413,Electronics,Mobiles,4571.49
414,Comics Product 414,Books,Comics,2606.68
415,Kitchen Product 415,Home,Kitchen,836.91
416,Decor Product 416,Home,Decor,721.47
417,Mobiles Product 417,Electronics,Mobiles,4173.0
418,Mobiles Product 418,Electronics,Mobiles,4594.25
419,Women Product 419,Clothing,Women,2347.88
420,Comics Product 420,Books,Comics,3421.81
421,Women Product 421,Clothing,Women,2258.21
422,Comics Product 422,Books,Comics,1754.03
423,Decor Product 423,Home,Decor,497.44
424,Laptops Product 424,Electronics,Laptops,4292.7
425,Kids Product 425,Clothing,Kids,3275.36
426,Headphones Product 426,Electronics,Headphones,3254.49
427,Mobiles Product 427,Electronics,Mobiles,4035.17
428,Decor Product 428,Home,Decor,3231.56
429,Non-Fiction Product 429,Books,Non-Fiction,2322.04
430,Women Product 430,Clothing,Women,2627.16
431,Comics Product 431,Books,Comics,2829.21
432,Furniture Product 432,Home,Furniture,2434.61
433,Furniture Product 433,Home,Furniture,4314.38
434,Decor Product 434,Home,Decor,4467.25
435,Kitchen Product 435,Home,Kitchen,4503.45
436,Comics Product 436,Books,Comics,742.65
437,Headphones Product 437,Electronics,Headphones,1513.24
438,Non-Fiction Product 438,Books,Non-Fiction,224.83
439,Women Product 439,Clothing,Women,1150.7
440,Comics Product 440,Books,Comics,1535.96
441,Kids Product 441,Clothing,Kids,946.62
442,Laptops Product 442,Electronics,Laptops,3639.67
443,Kids Product 443,Clothing,Kids,3289.45
444,Women Product 444,Clothing,Women,4363.59
445,Non-Fiction Product 445,Books,Non-Fiction,2948.57
446,Fiction Product 446,Books,Fiction,4338.65
447,Laptops Product 447,Electronics,Laptops,2527.36
448,Comics Product 448,Books,Comics,317.61
449,Men Product 449,Clothing,Men,1746.22
450,Fiction Product 450,Books,Fiction,3592.56
451,Laptops Product 451,Electronics,Laptops,4933.87
452,Decor Product 452,Home,Decor,1403.96
453,Kids Product 453,Clothing,Kids,2473.41
454,Mobiles Product 454,Electronics,Mobiles,3185.76
455,Non-Fiction Product 455,Books,Non-Fiction,1947.42
456,Headphones Product 456,Electronics,Headphones,1896.85
457,Laptops Product 457,Electronics,Laptops,2678.62
458,Headphones Product 458,Electronics,Headphones,1170.02
459,Furniture Product 459,Home,Furniture,2541.52
460,Kitchen Product 460,Home,Kitchen,1526.1
461,Furniture Product 461,Home,Furniture,3002.03
462,Furniture Product 462,Home,Furniture,4977.59
463,Furniture Product 463,Home,Furniture,982.71
464,Fiction Product 464,Books,Fiction,3649.49
465,Men Product 465,Clothing,Men,2968.98
466,Men Product 466,Clothing,Men,3270.17
467,Laptops Product 467,Electronics,Laptops,1316.16
468,Headphones Product 468,Electronics,Headphones,3326.75
469,Mobiles Product 469,Electronics,Mobiles,2113.04
470,Fiction Product 470,Books,Fiction,2398.26
471,Men Product 471,Clothing,Men,3170.04
472,Furniture Product 472,Home,Furniture,3329.29
473,Decor Product 473,Home,Decor,728.96
474,Headphones Product 474,Electronics,Headphones,632.79
475,Mobiles Product 475,Electronics,Mobiles,3064.56
476,Decor Product 476,Home,Decor,1821.71
477,Non-Fiction Product 477,Books,Non-Fiction,2763.29
478,Kids Product 478,Clothing,Kids,1686.49
479,Mobiles Product 479,Electronics,Mobiles,4539.06
480,Fiction Product 480,Books,Fiction,3908.65
481,Headphones Product 481,Electronics,Headphones,4528.66
482,Women Product 482,Clothing,Women,1515.31
483,Fiction Product 483,Books,Fiction,4377.0
484,Furniture Product 484,Home,Furniture,1597.9
485,Mobiles Product 485,Electronics,Mobiles,4456.95
486,Mobiles Product 486,Electronics,Mobiles,894.04
487,Furniture Product 487,Home,Furniture,1378.13
488,Laptops Product 488,Electronics,Laptops,955.2
489,Non-Fiction Product 489,Books,Non-Fiction,1395.57
490,Comics Product 490,Books,Comics,4009.5
491,Men Product 491,Clothing,Men,4908.77
492,Men Product 492,Clothing,Men,2974.21
493,Fiction Product 493,Books,Fiction,3906.86
494,Headphones Product 494,Electronics,Headphones,3650.03
495,Women Product 495,Clothing,Women,609.04
496,Non-Fiction Product 496,Books,Non-Fiction,3292.12
497,Headphones Product 497,Electronics,Headphones,2647.85
498,Kids Product 498,Clothing,Kids,2619.54
499,Laptops Product 499,Electronics,Laptops,1280.46
500,Decor Product 500,Home,Decor,1955.14
501,Mobiles Product 501,Electronics,Mobiles,826.79
502,Non-Fiction Product 502,Books,Non-Fiction,420.58
503,Non-Fiction Product 503,Books,Non-Fiction,4852.22
504,Headphones Product 504,Electronics,Headphones,3234.42
505,Fiction Product 505,Books,Fiction,4016.24
506,Fiction Product 506,Books,Fiction,2262.99
507,Laptops Product 507,Electronics,Laptops,137.96
508,Non-Fiction Product 508,Books,Non-Fiction,4138.25
509,Decor Product 509,Home,Decor,3290.25
510,Non-Fiction Product 510,Books,Non-Fiction,318.66
511,Women Product 511,Clothing,Women,3848.71
512,Comics Product 512,Books,Comics,3593.77
513,Mobiles Product 513,Electronics,Mobiles,1147.65
514,Furniture Product 514,Home,Furniture,4823.95
515,Decor Product 515,Home,Decor,3525.38
516,Mobiles Product 516,Electronics,Mobiles,4118.1
517,Fiction Product 517,Books,Fiction,1019.81
518,Laptops Product 518,Electronics,Laptops,4131.54
519,Kids Product 519,Clothing,Kids,3797.89
520,Headphones Product 520,Electronics,Headphones,2964.61
521,Non-Fiction Product 521,Books,Non-Fiction,4783.14
522,Women Product 522,Clothing,Women,2788.47
523,Comics Product 523,Books,Comics,2566.25
524,Kids Product 524,Clothing,Kids,3665.95
525,Men Product 525,Clothing,Men,3022.7
526,Decor Product 526,Home,Decor,2122.39
527,Women Product 527,Clothing,Women,1747.15
528,Furniture Product 528,Home,Furniture,733.99
529,Decor Product 529,Home,Decor,1603.86
530,Men Product 530,Clothing,Men,3586.2
531,Decor Product 531,Home,Decor,2544.27
532,Decor Product 532,Home,Decor,2833.29
533,Comics Product 533,Books,Comics,4214.88
534,Furniture Product 534,Home,Furniture,2637.51
535,Laptops Product 535,Electronics,Laptops,1039.52
536,Women Product 536,Clothing,Women,774.82
537,Headphones Product 537,Electronics,Headphones,1059.8
538,Laptops Product 538,Electronics,Laptops,557.28
539,Kids Product 539,Clothing,Kids,1974.99
540,Decor Product 540,Home,Decor,4636.1
541,Non-Fiction Product 541,Books,Non-Fiction,4880.32
542,Decor Product 542,Home,Decor,1055.28
543,Fiction Product 543,Books,Fiction,3537.91
544,Decor Product 544,Home,Decor,3036.77
545,Women Product 545,Clothing,Women,4918.09
546,Mobiles Product 546,Electronics,Mobiles,3688.64
547,Laptops Product 547,Electronics,Laptops,2805.16
548,Men Product 548,Clothing,Men,1312.33
549,Furniture Product 549,Home,Furniture,816.29
550,Women Product 550,Clothing,Women,3879.62
551,Furniture Product 551,Home,Furniture,2773.29
552,Headphones Product 552,Electronics,Headphones,1138.81
553,Kids Product 553,Clothing,Kids,2108.86
554,Fiction Product 554,Books,Fiction,4422.81
555,Furniture Product 555,Home,Furniture,1131.3
556,Comics Product 556,Books,Comics,4906.61
557,Mobiles Product 557,Electronics,Mobiles,2256.05
558,Men Product 558,Clothing,Men,1638.64
559,Laptops Product 559,Electronics,Laptops,3633.68
560,Headphones Product 560,Electronics,Headphones,1906.04
561,Non-Fiction Product 561,Books,Non-Fiction,1635.55
562,Mobiles Product 562,Electronics,Mobiles,4783.57
563,Headphones Product 563,Electronics,Headphones,4331.51
564,Fiction Product 564,Books,Fiction,4152.31
565,Comics Product 565,Books,Comics,407.0
566,Men Product 566,Clothing,Men,1691.99
